"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
2044780,"June 22, 2021",Delaware,Middletown,"Greenlawn Blvd and Janvier Dr",0,0,N/A
2042267,"June 22, 2021",Delaware,Dover,"Garfield Dr and Frear Dr",0,1,N/A
2042274,"June 21, 2021",Delaware,Dover,"400 block of New Castle Ave",0,0,N/A
2040709,"June 20, 2021",Delaware,"Seaford (Blades)","E 4th St",1,0,N/A
2040679,"June 20, 2021",Delaware,Wilmington,"2300 block of Lamotte St",0,1,N/A
2040693,"June 20, 2021",Delaware,Dover,"1426 N Dupont Hwy",0,1,N/A
2041306,"June 20, 2021",Delaware,Dover,"700 block of Simon Cir",0,0,N/A
2040682,"June 19, 2021",Delaware,Wilmington,"700 block of W 5th St",0,1,N/A
2039641,"June 19, 2021",Delaware,Wilmington,"2400 block of N Market St",0,1,N/A
2037484,"June 17, 2021",Delaware,Wilmington,"200 block of N Connell St",0,1,N/A
2037510,"June 16, 2021",Delaware,Dover,"Fairway Lakes Dr",0,1,N/A
2036297,"June 14, 2021",Delaware,Felton,"Indian Runner Rd",0,0,N/A
2029754,"June 9, 2021",Delaware,Dover,"W North St and Simon Cir",1,0,N/A
2030585,"June 9, 2021",Delaware,Wilmington,"2900 block of N Madison St",0,2,N/A
2029756,"June 9, 2021",Delaware,"Wilmington (Newport)","1025 Boxwood Rd",0,0,N/A
2029763,"June 9, 2021",Delaware,Millsboro,"Circle Dr",0,0,N/A
2037407,"June 9, 2021",Delaware,Wilmington,"200 block of Garden Ct",0,1,N/A
2029752,"June 8, 2021",Delaware,Wilmington,"1300 block of Wilson St",0,1,N/A
2029152,"June 8, 2021",Delaware,Wilmington,"2200 block of N Washington St",0,2,N/A
2028715,"June 8, 2021",Delaware,Newark,"50 block of Ethan Allen Ct",1,1,N/A
2028725,"June 7, 2021",Delaware,Dover,"Lingo Dr",0,0,N/A
2027560,"June 6, 2021",Delaware,Wilmington,"300 block of W 9th St",0,1,N/A
2027558,"June 6, 2021",Delaware,Wilmington,"1200 block of W Third St",1,0,N/A
2023288,"June 3, 2021",Delaware,Wilmington,"2400 block of N Market St",1,3,N/A
2024574,"June 3, 2021",Delaware,Dover,"900 block of Woodcrest Dr",0,1,N/A
2030594,"June 2, 2021",Delaware,Belvedere,"300 block of Cedar Ave",1,0,N/A
2022697,"June 1, 2021",Delaware,Seaford,"500 block of Clearbrooke Blvd",0,0,N/A
2022693,"June 1, 2021",Delaware,Wilmington,"600 block of E 10th St",0,1,N/A
2022691,"June 1, 2021",Delaware,Wilmington,"1100 block of B St",0,1,N/A
2022700,"May 30, 2021",Delaware,Dover,"50 block of Ann Ave",0,0,N/A
2019471,"May 28, 2021",Delaware,"Wilmington (Edgemoor)","Gordan Ave and Beeson Ave",0,1,N/A
2016301,"May 26, 2021",Delaware,Delmar,"36000 block of Providence Church Rd",0,0,N/A
2017496,"May 26, 2021",Delaware,Hartly,"700 block of Proctors Purchase Rd",1,0,N/A
2016305,"May 25, 2021",Delaware,"New Castle","50 block of Meehan Ave",1,0,N/A
2015075,"May 24, 2021",Delaware,Wilmington,"201 S Heald St",0,1,N/A
2013338,"May 22, 2021",Delaware,"New Castle","3900 N DuPont Hwy",0,1,N/A
2012345,"May 22, 2021",Delaware,Wilmington,"800 block of N Pine St",0,4,N/A
2028723,"May 22, 2021",Delaware,Milton,"W Springside Dr",0,0,N/A
2014357,"May 22, 2021",Delaware,Laurel,"30739 Sussex Hwy",0,0,N/A
2037507,"May 22, 2021",Delaware,Dover,"1014 S Little Creek Rd",0,1,N/A
2009979,"May 19, 2021",Delaware,"Wilmington (Edgemoor)","50 block of Le Parc Dr",0,1,N/A
2007888,"May 18, 2021",Delaware,Frankford,"50 block of Honolulu Rd",1,0,N/A
2006778,"May 16, 2021",Delaware,Milford,"500 block of Truitt Ave",0,2,N/A
2005697,"May 15, 2021",Delaware,"Wilmington (Elsmere)","900 block of Kirkwood Hwy",1,0,N/A
2003986,"May 14, 2021",Delaware,Bear,"700 Mill Creek Ct",2,0,N/A
2005127,"May 14, 2021",Delaware,Dover,"1534 S Governors Ave",1,0,N/A
2003250,"May 12, 2021",Delaware,Wilmington,"400 block of W 28th St",0,1,N/A
2000315,"May 9, 2021",Delaware,Dover,"100 block of S New St",0,1,N/A
2002219,"May 6, 2021",Delaware,Dover,N/A,0,0,N/A
1995551,"May 3, 2021",Delaware,Harrington,"Mill St",0,0,N/A
1993485,"May 2, 2021",Delaware,Wilmington,"W 26th St and N Madison St",0,1,N/A
1992127,"May 1, 2021",Delaware,Wilmington,"800 block of N Pine St",0,4,N/A
1990150,"April 28, 2021",Delaware,Seaford,"700 block of Collins Ave",0,0,N/A
1988701,"April 27, 2021",Delaware,Wilmington,"50 block of W 27th St",0,1,N/A
2023794,"April 27, 2021",Delaware,Dover,"Kenton Rd and Walker Rd",0,0,N/A
1988475,"April 27, 2021",Delaware,Smyrna,"700 Duck Creek Pkwy",3,0,N/A
1989264,"April 26, 2021",Delaware,Milford,"6000 block of Slaughter Beach Rd",0,0,N/A
1989269,"April 26, 2021",Delaware,Knollwood,"50 block of Denham Ave",0,1,N/A
1989265,"April 26, 2021",Delaware,"New Castle","133 S DuPont Hwy",0,0,N/A
1988036,"April 26, 2021",Delaware,Wilmington,"2200 block of N Pine St",0,1,N/A
1986755,"April 25, 2021",Delaware,Clayton,"392 Hopewell Dr",3,0,N/A
1986773,"April 25, 2021",Delaware,Wilmington,"600 block of E 10th St",0,1,N/A
1987140,"April 24, 2021",Delaware,Bear,"Saint Georges Terrace",0,1,N/A
1986177,"April 24, 2021",Delaware,Wilmington,"300 block of W 26th St",1,0,N/A
1985222,"April 23, 2021",Delaware,Wilmington,"300 block of Concord Ave",2,0,N/A
1984879,"April 22, 2021",Delaware,Seaford,"27000 block of Daisy Ln",0,0,N/A
1984090,"April 20, 2021",Delaware,Wilmington,"50 block of Saint John Dr",0,1,N/A
1980360,"April 17, 2021",Delaware,Wilmington,"I-95 and Martin Luther King Jr Blvd",0,1,N/A
1980364,"April 15, 2021",Delaware,Millsboro,"34000 block of Sports Dr",0,1,N/A
1979235,"April 15, 2021",Delaware,Wilmington,"400 block of Buttonwood St",0,2,N/A
1978026,"April 14, 2021",Delaware,Dover,"S Little Creek Rd",0,2,N/A
1978021,"April 14, 2021",Delaware,Wilmington,"2300 block of Carter St",0,2,N/A
1976484,"April 13, 2021",Delaware,Wilmington,"940 N Pine St",1,2,N/A
1983392,"April 12, 2021",Delaware,Wilmington,"600 block of Concord Ave",0,0,N/A
1976422,"April 12, 2021",Delaware,Dover,"400 block of Sussex Ave",1,0,N/A
1974762,"April 11, 2021",Delaware,Newark,"19 Chestnut Hill Plaza",0,0,N/A
1973041,"April 7, 2021",Delaware,Laurel,"Daniel St and Wilson St",0,1,N/A
1969048,"April 4, 2021",Delaware,Harrington,"100 block of Fox Hunters Rd",0,0,N/A
1968260,"April 2, 2021",Delaware,Wilmington,"200 block of W 19th St",1,0,N/A
1967612,"April 1, 2021",Delaware,Houston,"3600 block of Williamsville Rd",0,0,N/A
1966757,"March 31, 2021",Delaware,Milford,"300 Aurora Pl",0,1,N/A
1966766,"March 31, 2021",Delaware,Milford,"Sandbox Rd and Milford Harrington Hwy",1,0,N/A
1965376,"March 30, 2021",Delaware,Wilmington,"200 block of Maryland Ave",0,1,N/A
1965383,"March 29, 2021",Delaware,Wilmington,"Lancaster Ave and Clayton St",0,1,N/A
1965374,"March 29, 2021",Delaware,Newark,"190 Salem Church Rd",0,0,N/A
1964496,"March 29, 2021",Delaware,Wilmington,"400 block of Bradford St",0,1,N/A
1982393,"March 26, 2021",Delaware,Dover,"200 block of Greenwich Dr",0,1,N/A
1962391,"March 25, 2021",Delaware,Seaford,"Danny Dr",1,0,N/A
1955007,"March 16, 2021",Delaware,Wilmington,"700 block of N Washington St",1,0,N/A
1954079,"March 15, 2021",Delaware,Wilmington,"W 4th St and N Adams St",0,1,N/A
1954091,"March 13, 2021",Delaware,Newark,"Prospect Ave",0,0,N/A
1950073,"March 10, 2021",Delaware,Dover,"100 block of Duet Ct",0,1,N/A
1947974,"March 8, 2021",Delaware,Wilmington,"1300 block of E 27th St",0,1,N/A
1955611,"March 7, 2021",Delaware,Wilmington,"200 block of Cherry St",0,0,N/A
1941772,"March 1, 2021",Delaware,Wilmington,"W 26th St and Northeast Blvd",0,1,N/A
1940787,"February 28, 2021",Delaware,Dover,"4115 N DuPont Hwy",0,1,N/A
1940791,"February 28, 2021",Delaware,Dover,"21 S Little Creek Rd",0,4,N/A
1940380,"February 26, 2021",Delaware,Wilmington,"101 Clifton Park Cir",1,0,N/A
1939211,"February 26, 2021",Delaware,Wilmington,"600 block of E 22nd St",1,1,N/A
1937421,"February 23, 2021",Delaware,Dover,"100 block of Mifflin Rd",0,0,N/A
1937417,"February 23, 2021",Delaware,Georgetown,"Tranquility Ln",0,0,N/A
1935308,"February 21, 2021",Delaware,Wilmington,"500 block of E 6th St",0,1,N/A
1935302,"February 21, 2021",Delaware,Wilmington,"2900 block of Bowers St",0,1,N/A
1944387,"February 19, 2021",Delaware,Middletown,"Naughty Ln and Vincent Cir",0,0,N/A
1932819,"February 18, 2021",Delaware,Milford,"400 block of North St",0,1,N/A
1932825,"February 18, 2021",Delaware,Seaford,"Woodland Dr",0,0,N/A
1930137,"February 16, 2021",Delaware,"Newark (Christiana)","1200 block of Flanders Way",1,0,N/A
1930132,"February 15, 2021",Delaware,Wilmington,"W 10th St and N Madison St",0,2,N/A
1929126,"February 13, 2021",Delaware,Dover,"400 block of River Rd",0,1,N/A
1927208,"February 12, 2021",Delaware,Newark,"50 block of Carlisle Rd",2,0,N/A
1924236,"February 8, 2021",Delaware,Wilmington,"800 block of W 4th St",0,1,N/A
1923253,"February 7, 2021",Delaware,Wilmington,"C St and Townsend St",0,1,N/A
1922120,"February 6, 2021",Delaware,Newark,"1119 S College Ave",0,1,N/A
1922651,"February 6, 2021",Delaware,Newark,"240 Chapman Rd",0,0,N/A
1921356,"February 4, 2021",Delaware,Wilmington,"600 block of W 27th St",0,1,N/A
1921358,"February 4, 2021",Delaware,Wilmington,"2800 block of N Claymont St",0,1,N/A
1920143,"February 2, 2021",Delaware,"New Castle","50 block of Birkshire Rd",0,1,N/A
1917231,"January 30, 2021",Delaware,Milford,"300 block of Milford-Harrington Hwy",0,0,N/A
1915767,"January 30, 2021",Delaware,Claymont,"50 block of 3rd Ave",1,0,N/A
1915872,"January 29, 2021",Delaware,Wilmington,"900 block of N Spruce St",1,0,N/A
1914024,"January 27, 2021",Delaware,Felton,"3100 block of Abec Ln",0,0,N/A
1913139,"January 25, 2021",Delaware,Wilmington,"Concord Plaza and Silverside Rd",0,1,N/A
1911064,"January 24, 2021",Delaware,"New Castle","50 block of Highland Blvd",1,2,N/A
1910110,"January 24, 2021",Delaware,Wilmington,"100 block of E 24th St",0,1,N/A
1911057,"January 23, 2021",Delaware,Newark,"41 Winterhaven Dr",0,2,N/A
1910103,"January 23, 2021",Delaware,Seaford,"Park Cir",1,0,N/A
1907082,"January 20, 2021",Delaware,Wilmington,"E 8th St and N Pine St",0,3,N/A
1906779,"January 19, 2021",Delaware,Ellendale,"12000 block of N Old State Rd",0,0,N/A
1905862,"January 18, 2021",Delaware,"New Castle","1213 West Ave",0,0,N/A
1903466,"January 16, 2021",Delaware,Wilmington,"1100 block of W 5th St",0,1,N/A
1902350,"January 14, 2021",Delaware,Wilmington,"800 block of W 8th St",0,1,N/A
1901650,"January 13, 2021",Delaware,Wilmington,"800 block of N Monroe St",1,1,N/A
1901039,"January 13, 2021",Delaware,Wilmington,"Rosemont Ave and E 24th St",1,0,N/A
1901043,"January 12, 2021",Delaware,Newark,"132 Christiana Mall",0,1,N/A
1900087,"January 11, 2021",Delaware,Wilmington,"2800 block of N Claymont St",1,0,N/A
1900094,"January 10, 2021",Delaware,Wilmington,"1050 S Market St",0,0,N/A
1897109,"January 7, 2021",Delaware,Newark,"402 Ogletown Rd",0,2,N/A
1898028,"January 7, 2021",Delaware,Felton,"Sandtown Rd",0,0,N/A
1895841,"January 5, 2021",Delaware,Dover,"1100 block of White Oak Rd",0,0,N/A
1895026,"January 4, 2021",Delaware,Wilmington,"W 7th St and Washington St",0,1,N/A
1895033,"January 4, 2021",Delaware,Dover,"2600 block of Stevenson Dr",0,1,N/A
1893263,"January 3, 2021",Delaware,Dover,"1426 N DuPont Hwy",0,1,N/A
1893103,"January 2, 2021",Delaware,Wilmington,"2900 block of Northeast Blvd",0,1,N/A
1891749,"January 1, 2021",Delaware,Newark,"415 Stanton Christiana Rd",0,1,N/A
1891332,"December 31, 2020",Delaware,Wilmington,"E 8th St and N Pine St",0,1,N/A
1891753,"December 31, 2020",Delaware,Milton,"506 Union St",0,1,N/A
1892450,"December 31, 2020",Delaware,Dover,"100 block of Spruance Rd",0,1,N/A
1890937,"December 30, 2020",Delaware,Viola,"201 E Evens Dr",0,1,N/A
1890728,"December 30, 2020",Delaware,Wilmington,"500 block of E 8th St",0,1,N/A
1889074,"December 28, 2020",Delaware,Dover,"E Water St and River Rd",0,0,N/A
1888022,"December 27, 2020",Delaware,Dover,"50 block of S New St",0,0,N/A
1887422,"December 27, 2020",Delaware,Dover,"100 block of S New St",0,1,N/A
1887416,"December 26, 2020",Delaware,Wilmington,"E 35th St and N Locust St",1,0,N/A
1886670,"December 25, 2020",Delaware,Houston,"Williamsville Rd",0,0,N/A
1886676,"December 25, 2020",Delaware,Dover,"820 Carvel Dr",1,0,N/A
1887419,"December 24, 2020",Delaware,"Rehoboth Beach","100 block of Beachfield Dr",0,1,N/A
1884690,"December 22, 2020",Delaware,Dover,"Willis Branch Dr and Beaufort Ct",0,0,N/A
1883616,"December 21, 2020",Delaware,"New Castle","3000 block of New Castle Ave",0,2,N/A
1884691,"December 21, 2020",Delaware,"Camden Wyoming (Camden)","500 block of Cow Marsh Creek Rd",0,0,N/A
1883216,"December 21, 2020",Delaware,Wilmington,"200 block of N Dupont St",1,0,N/A
1881469,"December 19, 2020",Delaware,Dover,"S Queen St and Reed St",0,1,N/A
1882849,"December 19, 2020",Delaware,Dover,"461 N DuPont Hwy",0,0,N/A
1881471,"December 18, 2020",Delaware,Townsend,"Union Church Rd",0,0,N/A
1881988,"December 18, 2020",Delaware,"New Castle","1 Delaware St",0,0,N/A
1880495,"December 17, 2020",Delaware,Newark,"200 block of E Main St",0,0,N/A
1878430,"December 14, 2020",Delaware,Wilmington,"300 block of W 29th St",0,0,N/A
1878169,"December 14, 2020",Delaware,"New Castle","50 block of Bristol Way",1,0,N/A
1876603,"December 13, 2020",Delaware,Newark,"50 block of Todd Ln",0,1,N/A
1876561,"December 13, 2020",Delaware,Middletown,"E Lake St and Jefferson St",1,0,N/A
1876565,"December 12, 2020",Delaware,"Wilmington (Edgemoor)","Polk Rd and S Rodney Dr",0,1,N/A
1876607,"December 12, 2020",Delaware,Claymont,"I-95 and Harvey Rd",0,1,N/A
1876600,"December 12, 2020",Delaware,Newark,"39 Fairway Rd",2,0,N/A
1876563,"December 11, 2020",Delaware,"New Castle","117 Wilton Blvd",0,1,N/A
1874794,"December 10, 2020",Delaware,"Rehoboth Beach","19540 Coastal Hwy",1,1,N/A
1874888,"December 10, 2020",Delaware,"New Castle","Boulden Blvd and Boulden Cir",0,3,N/A
1874165,"December 10, 2020",Delaware,Wilmington,"300 block of E 23rd St",1,0,N/A
1874917,"December 10, 2020",Delaware,"New Castle","100 block of Rose Ln",1,1,N/A
1874898,"December 9, 2020",Delaware,Newark,"I-95 and Churchmans Rd",0,1,N/A
1874049,"December 9, 2020",Delaware,Wilmington,"100 block of Stroud St",0,1,N/A
1872377,"December 7, 2020",Delaware,Newark,"800 block of Library Ave",0,1,N/A
1881982,"December 6, 2020",Delaware,Newark,"Church St",0,0,N/A
1874055,"December 5, 2020",Delaware,Seaford,"400 block of North St",0,1,N/A
1898018,"December 4, 2020",Delaware,Bridgeville,"21000 block of Mill Park Dr",0,1,N/A
1869852,"December 3, 2020",Delaware,Seaford,"400 block of North St",0,2,N/A
1868047,"December 2, 2020",Delaware,Wilmington,"W 6th St and Willing St",0,0,N/A
1866281,"November 30, 2020",Delaware,Wilmington,"1700 block of Conrad St",0,1,N/A
1865249,"November 29, 2020",Delaware,"New Castle","Arbor Ave and Chesterfield Dr",1,1,N/A
1864920,"November 29, 2020",Delaware,Wilmington,"2700 block of Northeast Blvd",0,1,N/A
1863930,"November 28, 2020",Delaware,Dagsboro,"31000 block of Country Gardens",1,0,N/A
1864496,"November 28, 2020",Delaware,Wilmington,"600 block of New Castle Ave",0,1,N/A
1863924,"November 27, 2020",Delaware,Georgetown,"14000 block of Old Furnace Rd",1,0,N/A
1864503,"November 26, 2020",Delaware,"New Castle","1500 block of Stonebridge Blvd",0,1,N/A
1862919,"November 26, 2020",Delaware,Wilmington,"500 block of E 9th St",0,1,N/A
1869397,"November 25, 2020",Delaware,Wilmington,"600 block of N Jefferson St",0,0,N/A
1859794,"November 22, 2020",Delaware,Dover,"800 block of S Little Creek Rd",0,1,N/A
1858587,"November 21, 2020",Delaware,Middletown,"New St and Cole Blvd",1,0,N/A
1857805,"November 20, 2020",Delaware,Wilmington,"9th St and Kirkwood St",0,1,N/A
1868045,"November 18, 2020",Delaware,Wilmington,"2400 block of N Market St",0,0,N/A
1853230,"November 15, 2020",Delaware,"New Castle","Ashley Dr",1,0,N/A
1852592,"November 14, 2020",Delaware,"New Castle","Estates Dr and Conlin Ct",1,0,N/A
1852270,"November 13, 2020",Delaware,Dover,"Stevenson Dr",0,1,N/A
1850965,"November 12, 2020",Delaware,Bear,"3601 Wrangle Hill Rd",0,0,N/A
1849970,"November 11, 2020",Delaware,Wilmington,"100 block of W 23rd St",0,1,N/A
1845749,"November 6, 2020",Delaware,Bear,"Buckley Blvd and Pulaski Hwy",0,1,N/A
1843500,"November 4, 2020",Delaware,"New Castle","50 block of Rose Ln",0,2,N/A
1843498,"November 4, 2020",Delaware,Wilmington,"800 block of N Pine St",0,1,N/A
1840050,"October 31, 2020",Delaware,Georgetown,"22518 Lewes-Georgetown Hwy",0,0,N/A
