"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
679038,"October 17, 2016",Delaware,Wilmington,"1000 block of Clayton Road",0,0,N/A
679044,"October 16, 2016",Delaware,Dover,"1400 block of Forrest Ave",0,1,N/A
679042,"October 16, 2016",Delaware,Wilmington,"1500 block of W. Fourth St",0,0,N/A
677268,"October 15, 2016",Delaware,"Rehoboth Beach","Wolfe Neck Road",0,1,N/A
677749,"October 14, 2016",Delaware,Wilmington,"W. Third St. and N. Clayton St.",0,1,N/A
674414,"October 11, 2016",Delaware,Wilmington,"3100 block of N. Harrison St.",0,1,N/A
673762,"October 10, 2016",Delaware,Wilmington,"W 9th St and N West St",0,1,N/A
673765,"October 10, 2016",Delaware,Dover,"100 block of W. Loockerman St",0,0,N/A
672889,"October 9, 2016",Delaware,Wilmington,"W 22nd St",0,1,N/A
672887,"October 8, 2016",Delaware,Felton,"Walnut Shade Rd and S DuPont Hwy",0,0,N/A
673757,"October 8, 2016",Delaware,"Wilmington (Stanton)","500 block of Sixth Ave",0,0,N/A
670047,"October 4, 2016",Delaware,Harbeson,"25000 block of Hollis Road",0,0,N/A
669393,"October 3, 2016",Delaware,Newark,"20 block of Gogh Cir",0,1,N/A
668667,"October 3, 2016",Delaware,Wilmington,"700 block of E. 10th St",0,1,N/A
669015,"October 3, 2016",Delaware,Newark,"Gogh Circle and Ruebens Circle",0,1,N/A
668615,"October 2, 2016",Delaware,Wilmington,"1200 block of Elm Street",0,0,N/A
668609,"October 2, 2016",Delaware,"New Castle","100 block of Jillian's Way",0,1,N/A
668624,"September 30, 2016",Delaware,Newark,"300 block of Auckland Drive",0,1,N/A
665049,"September 27, 2016",Delaware,Dover,"Leipsic Road",0,0,N/A
662956,"September 24, 2016",Delaware,Bear,"U.S. 40",0,0,N/A
659412,"September 20, 2016",Delaware,Wilmington,"1500 block of West 3rd Street",0,1,N/A
660092,"September 20, 2016",Delaware,Wilmington,"200 block of East 14th Street",0,1,N/A
657805,"September 18, 2016",Delaware,Wilmington,"200 block of W 20th St",1,1,N/A
657958,"September 16, 2016",Delaware,Wilmington,"2700 block of West St.",0,2,N/A
657517,"September 16, 2016",Delaware,Wilmington,"900 block of N Pine St",0,0,N/A
657502,"September 15, 2016",Delaware,Dover,"1700 N Dupont Hwy",0,0,N/A
655198,"September 14, 2016",Delaware,Wilmington,"2600 block of North Market Street",0,1,N/A
656351,"September 14, 2016",Delaware,Millsboro,"20000 block of Miller Drive",0,1,N/A
654286,"September 11, 2016",Delaware,"New Castle","100 block of N.Dupont Highway",0,0,N/A
652981,"September 11, 2016",Delaware,"New Castle","500 block of S. DuPont Highway",0,1,N/A
652983,"September 10, 2016",Delaware,"New Castle","DE-273 and Airport Rd",0,1,N/A
650907,"September 8, 2016",Delaware,"New Castle","50 block of Morris Rd",0,1,N/A
649012,"September 5, 2016",Delaware,"New Castle","300 block of Wildel Ave",0,1,N/A
647723,"September 3, 2016",Delaware,Wilmington,"200 block of N. Franklin St.",0,1,N/A
647716,"September 3, 2016",Delaware,Wilmington,"50 block of W 27th St",0,1,N/A
647711,"September 3, 2016",Delaware,"New Castle",N/A,0,1,N/A
646713,"September 1, 2016",Delaware,Wilmington,"300 block of W. 24th Street",0,1,N/A
645022,"September 1, 2016",Delaware,Wilmington,"West 27th Street",0,3,N/A
646127,"August 31, 2016",Delaware,Dover,"River Road and Water Street",0,0,N/A
647726,"August 30, 2016",Delaware,Wilmington,"10th and Spruce streets",0,0,N/A
642964,"August 29, 2016",Delaware,Wilmington,"500 block of W Sixth St",0,1,N/A
640343,"August 26, 2016",Delaware,Wilmington,"Lea Blvd and N Market St",0,1,N/A
639517,"August 25, 2016",Delaware,Wilmington,"700  S. Vanburen Street",0,1,N/A
637934,"August 23, 2016",Delaware,Wilmington,"27th and N. Tatnall streets",0,1,N/A
636999,"August 22, 2016",Delaware,Wilmington,"500 block of W. 31st St",0,1,N/A
635091,"August 21, 2016",Delaware,Wilmington,"1200 block of Elm St.",0,1,N/A
636757,"August 21, 2016",Delaware,Dover,"300 block of Charring Cross Rd",0,0,N/A
633849,"August 18, 2016",Delaware,Dover,"100 block of South Queen Street",1,0,N/A
632869,"August 17, 2016",Delaware,Wilmington,"31st and North West streets",0,1,N/A
632871,"August 16, 2016",Delaware,Dover,"River Road and New Castle Avenue",0,0,N/A
630459,"August 15, 2016",Delaware,Wilmington,"3800 block of N. Market St.",0,0,N/A
630456,"August 15, 2016",Delaware,Wilmington,"600 block of W. Sixth St.",0,1,N/A
631476,"August 15, 2016",Delaware,"New Castle","700 block of Center St",0,0,N/A
629733,"August 14, 2016",Delaware,Wilmington,"500 block of W. 38th Street",0,1,N/A
630463,"August 13, 2016",Delaware,Dover,"200 block of Bradley Road",0,0,N/A
629393,"August 13, 2016",Delaware,Wilmington,"1600 block of West Third Street",0,1,N/A
629164,"August 13, 2016",Delaware,"New Castle","44 Birkshire Rd",0,1,N/A
629090,"August 13, 2016",Delaware,Lincoln,"10000 block of Crescent Shores Drive",0,1,N/A
626478,"August 10, 2016",Delaware,"Wilmington (Elsmere)","131 Scarborough Park",0,1,N/A
623234,"August 6, 2016",Delaware,Dover,"100 block of Holmes Street",0,1,N/A
623513,"August 6, 2016",Delaware,Wilmington,"Burnside Blvd and Newport Gap Pk",0,1,N/A
624714,"August 4, 2016",Delaware,Wilmington,"300 block of  E. 23rd St.",0,0,N/A
621571,"August 3, 2016",Delaware,Dover,"100 block of Madison Court",0,0,N/A
620582,"August 2, 2016",Delaware,Wilmington,"9th and Spruce streets",0,1,N/A
618053,"July 31, 2016",Delaware,Wilmington,"2600 block of N. Market Street",0,1,N/A
618821,"July 31, 2016",Delaware,Wilmington,"400 block of Concord Ave",0,1,N/A
616180,"July 29, 2016",Delaware,Dover,"Stevenson Drive",0,0,N/A
615416,"July 27, 2016",Delaware,Wilmington,"100 block of E. 27th St",0,1,N/A
612770,"July 24, 2016",Delaware,Dover,"51 Webbs Lane",0,0,N/A
610490,"July 23, 2016",Delaware,Wilmington,"1300 West 5th Street",0,1,N/A
611552,"July 23, 2016",Delaware,Wilmington,"3500 block of N. Church St.",0,1,N/A
610513,"July 22, 2016",Delaware,Wilmington,"4021 Kennett Pike",0,0,N/A
606949,"July 18, 2016",Delaware,"New Castle","260 Christiana Road",2,0,N/A
606626,"July 18, 2016",Delaware,Wilmington,"Third Street",1,0,N/A
616174,"July 18, 2016",Delaware,Milford,"Big Stone Beach Road",0,0,N/A
606945,"July 18, 2016",Delaware,Wilmington,"700 block of E 11th St",1,0,N/A
605400,"July 15, 2016",Delaware,Harrington,"Milford Harrington Highway",0,0,N/A
603328,"July 13, 2016",Delaware,Newark,"1300 block of Greentree Rd",0,2,N/A
601519,"July 12, 2016",Delaware,Wilmington,"200 block of W. 23rd St.",0,2,N/A
601526,"July 9, 2016",Delaware,Newark,"First block of Baywatch Road",0,0,N/A
599765,"July 9, 2016",Delaware,Wilmington,"West Fourth and North Jefferson Streets",0,1,N/A
598995,"July 9, 2016",Delaware,"New Castle","600 block of Country Path Dr",1,0,N/A
598988,"July 8, 2016",Delaware,Wilmington,"600 block of W. Sixth St",0,2,N/A
602620,"July 8, 2016",Delaware,Wilmington,N/A,0,2,N/A
597490,"July 6, 2016",Delaware,Bear,"700 block of Red Clay Drive",0,1,N/A
595792,"July 5, 2016",Delaware,Dover,"200 block of Stardust Drive",0,1,N/A
596804,"July 5, 2016",Delaware,Newark,"Raven Turn",0,1,N/A
595796,"July 4, 2016",Delaware,Wilmington,"Sherman Street and Clifford Brown Walk",0,1,N/A
594974,"July 3, 2016",Delaware,Wilmington,"East 10th and Spruce streets",0,1,N/A
594152,"July 2, 2016",Delaware,Wilmington,"300 block of North Lincoln Street",0,1,N/A
594475,"July 2, 2016",Delaware,Wilmington,"221 Chestnut Avenue",2,0,N/A
595786,"July 1, 2016",Delaware,Wilmington,"300 block of E. 5th St.",0,0,N/A
594150,"July 1, 2016",Delaware,Smyrna,"Providence Drive",0,0,N/A
590815,"June 28, 2016",Delaware,Wilmington,"800 block of N. Adams St.",0,1,N/A
589808,"June 27, 2016",Delaware,Newark,"400 block of N Barrett Ln",0,0,N/A
590820,"June 27, 2016",Delaware,Wilmington,"1300 block of N. Walnut St",0,1,N/A
590887,"June 27, 2016",Delaware,Frederica,"S DE-1",1,0,N/A
589790,"June 26, 2016",Delaware,Wilmington,"27th and Moore streets",0,1,N/A
589797,"June 26, 2016",Delaware,Wilmington,"900 block of N Spruce St",1,0,N/A
588086,"June 24, 2016",Delaware,Newark,"2102 Ashkirk Drive",1,0,N/A
586092,"June 22, 2016",Delaware,Wilmington,"Northeast Boulevard and East 30th Street",0,1,N/A
583267,"June 18, 2016",Delaware,Wilmington,"900 block of North Pine Street",1,0,N/A
580848,"June 14, 2016",Delaware,Wilmington,"South Van Buren and Elm streets",0,4,N/A
580558,"June 14, 2016",Delaware,Felton,"50 block of Weatherstone Ln",0,1,N/A
580561,"June 13, 2016",Delaware,Wilmington,"200 block of South Harrison",0,1,N/A
579394,"June 12, 2016",Delaware,Newark,"700 block of Vining's Way",0,2,N/A
579044,"June 11, 2016",Delaware,Wilmington,"1200 block of East 22nd Street",0,1,N/A
576986,"June 10, 2016",Delaware,Wilmington,"1200 block of Oak Street",0,1,N/A
579042,"June 10, 2016",Delaware,Seaford,"Coverdale Road",0,0,N/A
574437,"June 7, 2016",Delaware,Wilmington,"50 block of Jensen Dr",1,0,N/A
574440,"June 6, 2016",Delaware,Wilmington,"800 block of Kirkwood Street",0,1,N/A
573549,"June 5, 2016",Delaware,Wilmington,"Concord Avenue and North Washington Street",0,1,N/A
573554,"June 3, 2016",Delaware,Wilmington,"900 block of Martin Luther King Boulevard",0,0,N/A
570753,"June 2, 2016",Delaware,Wilmington,"Maryland Avenue and Robinson Lane",0,1,N/A
570745,"June 2, 2016",Delaware,Wilmington,"700 block of S. Van Buren St",0,1,N/A
570762,"June 1, 2016",Delaware,Dover,"1000 block of S. Bradford St",0,0,N/A
570770,"May 31, 2016",Delaware,Dover,"1300 block of S. Farmview Drive",0,0,N/A
567481,"May 28, 2016",Delaware,Wilmington,"2600 block of Bowers St",0,1,N/A
567044,"May 26, 2016",Delaware,Dover,"100 block of Cherry Street",0,0,N/A
567023,"May 25, 2016",Delaware,Claymont,"2705 Philadelphia Pike",0,1,N/A
565523,"May 25, 2016",Delaware,Dover,"First block of Webbs Lane",0,1,N/A
567003,"May 25, 2016",Delaware,Claymont,"2705 Philadelphia Pike",0,1,N/A
565535,"May 24, 2016",Delaware,Wilmington,"200 block of S. Harrison Street",0,1,N/A
565538,"May 24, 2016",Delaware,"New Castle","50 block of W Balbach Ave",0,1,N/A
563942,"May 21, 2016",Delaware,Seaford,"22000 block of Coverdale Road",0,0,N/A
562364,"May 19, 2016",Delaware,Wilmington,"900 block of Clifford Brown Walk",1,0,N/A
562367,"May 18, 2016",Delaware,Wilmington,"1600 block of Thatcher St",0,1,N/A
562371,"May 17, 2016",Delaware,Dover,"South Kirkwood and Division streets",0,0,N/A
562088,"May 17, 2016",Delaware,Wilmington,"Beech and South Van Buren Streets",0,1,N/A
561099,"May 16, 2016",Delaware,Wilmington,"1000 block of N. Lombard St.",0,1,N/A
562093,"May 16, 2016",Delaware,Middletown,"Marl Pit Road",0,0,N/A
559908,"May 15, 2016",Delaware,Wilmington,"600 block of W. Sixth St.",0,1,N/A
559898,"May 15, 2016",Delaware,Dover,"Fulton Street",0,1,N/A
559893,"May 14, 2016",Delaware,Dover,"East Water Street and New Castle Avenue",0,1,N/A
557792,"May 11, 2016",Delaware,Milford,"300 Aurora Place",0,1,N/A
556605,"May 9, 2016",Delaware,Wilmington,"N Market St and 23rd St",0,1,N/A
556041,"May 8, 2016",Delaware,Wilmington,"100 block of South Franklin Street",0,1,N/A
822763,"May 7, 2016",Delaware,Dover,"900 block of Janeka Lane",0,1,N/A
556036,"May 7, 2016",Delaware,Wilmington,"North Market and 27th streets",0,2,N/A
556039,"May 7, 2016",Delaware,Wilmington,"W 3rd St and N Rodney St",1,0,N/A
553141,"May 3, 2016",Delaware,Wilmington,"600 block of N. Madison St",0,1,N/A
551677,"May 2, 2016",Delaware,"Wilmington (Edgemoor)","Rysing Dr and N Cannon Dr",0,2,N/A
552527,"May 1, 2016",Delaware,Magnolia,"400 block of West Chestnut Ridge Drive",0,0,N/A
552525,"April 30, 2016",Delaware,Dover,"North DuPont Highway and Lake View Drive",0,0,N/A
552521,"April 29, 2016",Delaware,Dover,"200 block of Acorn Lane",0,0,N/A
549094,"April 26, 2016",Delaware,"New Castle","100 block of Freedom Trail",1,0,N/A
549091,"April 26, 2016",Delaware,Dover,"Queen and Reed streets",0,1,N/A
548254,"April 25, 2016",Delaware,Wilmington,"400 block of Anderson Dr",1,0,N/A
546101,"April 22, 2016",Delaware,Townsend,"500 block of Dogtown Rd",1,0,N/A
546095,"April 21, 2016",Delaware,Wilmington,"400 block of W 3rd St",0,1,N/A
543635,"April 16, 2016",Delaware,Wilmington,"10th and Bennett streets",0,0,N/A
541404,"April 15, 2016",Delaware,Bear,"800 block of Seymour Road",0,1,N/A
544213,"April 14, 2016",Delaware,Magnolia,"100 block of Terry Dr",0,0,N/A
537216,"April 8, 2016",Delaware,"New Castle","Simmonds Drive",0,0,N/A
535119,"April 4, 2016",Delaware,Wilmington,"400 block of Maryland Ave.",0,1,N/A
536112,"April 1, 2016",Delaware,Wilmington,"800 block of N. Pine St.",0,0,N/A
1058478,"April 1, 2016",Delaware,Wilmington,"3806 Governor Printz Blvd",1,1,N/A
532441,"March 30, 2016",Delaware,"New Castle","Centerville Road",0,1,N/A
532432,"March 30, 2016",Delaware,"New Castle","3000 block of New Castle Avenue",0,1,N/A
532430,"March 30, 2016",Delaware,Wilmington,"1100 block of Elm St",1,0,N/A
1102836,"March 30, 2016",Delaware,Dover,"2300 block of Port Mahon Rd",1,0,N/A
530730,"March 28, 2016",Delaware,Dover,"Reese and Lincoln streets",0,0,N/A
530025,"March 28, 2016",Delaware,Wilmington,"12th Street and Northeast Boulevard",0,1,N/A
529968,"March 27, 2016",Delaware,Wilmington,"28th and Market streets",0,1,N/A
529964,"March 27, 2016",Delaware,Wilmington,"2700 block of N. Pine Street",0,1,N/A
530732,"March 27, 2016",Delaware,Harrington,"300 block of Flat Iron Rd",0,1,N/A
528179,"March 23, 2016",Delaware,Dover,"Cecil and New Streets",0,0,N/A
526919,"March 22, 2016",Delaware,Wilmington,"600 block of North Jefferson Street",0,1,N/A
527231,"March 22, 2016",Delaware,Wilmington,"400 block of Porter St.",0,1,N/A
527228,"March 22, 2016",Delaware,Dover,"North Kirkwood Street",0,0,N/A
526128,"March 20, 2016",Delaware,Newark,"268 Cornell Dr",0,0,N/A
525283,"March 19, 2016",Delaware,Wilmington,"300 block of New Castle Ave",0,1,N/A
1065973,"March 17, 2016",Delaware,Wilmington,"200 block of Franklin St",0,1,N/A
524869,"March 17, 2016",Delaware,Wilmington,"200 block of N Connell St",1,0,N/A
531400,"March 16, 2016",Delaware,Wilmington,"1100 block of Lorewood Grove Road",0,0,N/A
523430,"March 16, 2016",Delaware,Wilmington,"800 block of Morrow St.",0,1,N/A
523437,"March 15, 2016",Delaware,Wilmington,"Ninth and Spruce streets",0,1,N/A
523433,"March 15, 2016",Delaware,Wilmington,"1100 block of Lancaster Avenue",0,1,N/A
523435,"March 14, 2016",Delaware,Wilmington,"11th and Clifford Brown Walk",0,1,N/A
521616,"March 12, 2016",Delaware,Wilmington,"400 block of W. Seventh Street",0,1,N/A
